Id,Label,frequency,type,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,Clustering Coefficient,Number of triangles,Weighted Clustering Coefficient,Strenght,Eigenvector Centrality
Marcio Faerman,Marcio Faerman,2,Members,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
Peter Fox,Peter Fox,8,Members,16,61.0,3.0,1.9786666666666666,0.0,286,1.0,120,1.0,61.0,0.15845392534379651
Roger Proctor,Roger Proctor,3,Members,4,12.0,3.0,2.024,0.0,286,1.0,6,1.0,12.0,0.04324109275213138
Angus Whyte,Angus Whyte,3,Members,5,15.0,3.0,2.024,0.0,440,1.0,10,1.0,15.0,0.047652782805676856
christie wiley,christie wiley,2,Members,0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0
Laura Soito,Laura Soito,5,Members,11,40.0,3.0,2.005333333333333,6.8845238095238095,79,0.6545454545454545,36,0.7,40.0,0.05258960668536861
Andrew Davison,Andrew Davison,1,Members,0,0.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0
LuÃ_s Alves,LuÃ_s Alves,1,Members,0,0.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0.0
Research data needs of the Photon and Neutron Science community,Research data needs of the Photon and Neutron Science community,1,Working Group,0,0.0,0.0,0.0,0.0,4,0.0,0,0.0,0.0,0.0
Eileen Harrington,Eileen Harrington,1,; Members,0,0.0,0.0,0.0,0.0,5,0.0,0,0.0,0.0,0.0
Lisa Neidert,Lisa Neidert,1,; Members,0,0.0,0.0,0.0,0.0,6,0.0,0,0.0,0.0,0.0
Esther Conway,Esther Conway,2,; Members,0,0.0,0.0,0.0,0.0,7,0.0,0,0.0,0.0,0.0
Louise Corti,Louise Corti,1,; Members,0,0.0,0.0,0.0,0.0,8,0.0,0,0.0,0.0,0.0
Peter Kirsch,Peter Kirsch,1,; Members,0,0.0,0.0,0.0,0.0,9,0.0,0,0.0,0.0,0.0
Amye Kenall,Amye Kenall,3,; Members,4,12.0,3.0,2.021333333333333,0.0,489,1.0,6,1.0,12.0,0.04108735129180666
Nikos Manouselis,Nikos Manouselis,1,; Members,0,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0.0,0.0
Wolfgang Zenk-MÃ¶ltgen,Wolfgang Zenk-MÃ¶ltgen,3,; Members,11,33.0,3.0,2.002666666666667,0.0,489,1.0,55,0.99999994,33.0,0.09846058459072292
Jedrzej Rybicki,Jedrzej Rybicki,1,; Members,0,0.0,0.0,0.0,0.0,11,0.0,0,0.0,0.0,0.0
Giuseppe Andronico,Giuseppe Andronico,1,; Members,0,0.0,0.0,0.0,0.0,12,0.0,0,0.0,0.0,0.0
Jennifer Boyd,Jennifer Boyd,1,; Members,0,0.0,0.0,0.0,0.0,13,0.0,0,0.0,0.0,0.0
Adrian Ogletree,Adrian Ogletree,1,; Members,0,0.0,0.0,0.0,0.0,14,0.0,0,0.0,0.0,0.0
Heinz Schmidt,Heinz Schmidt,1,; Members,0,0.0,0.0,0.0,0.0,15,0.0,0,0.0,0.0,0.0
Dietrich Schroeder,Dietrich Schroeder,1,; Members,0,0.0,0.0,0.0,0.0,16,0.0,0,0.0,0.0,0.0
Stephen Slota,Stephen Slota,1,; Members,0,0.0,0.0,0.0,0.0,17,0.0,0,0.0,0.0,0.0
Brigitte Hausstein,Brigitte Hausstein,2,; Members,0,0.0,0.0,0.0,0.0,18,0.0,0,0.0,0.0,0.0
Luca Matteis,Luca Matteis,2,; Members,0,0.0,0.0,0.0,0.0,19,0.0,0,0.0,0.0,0.0
Mark Leggott,Mark Leggott,18,; Members,169,790.0,3.0,1.5546666666666666,1114.3758466457186,286,0.28465765004226545,4041,0.39746082,790.0,0.7715918454755661
May Yuan,May Yuan,1,; Members,0,0.0,0.0,0.0,0.0,20,0.0,0,0.0,0.0,0.0
Sy Holsinger,Sy Holsinger,1,; Members,0,0.0,0.0,0.0,0.0,21,0.0,0,0.0,0.0,0.0
Anita de Waard,Anita de Waard,2,; Members,0,0.0,0.0,0.0,0.0,22,0.0,0,0.0,0.0,0.0
Benjamin Branch,Benjamin Branch,1,; Members,0,0.0,0.0,0.0,0.0,23,0.0,0,0.0,0.0,0.0
Heidi Dowding,Heidi Dowding,1,; Members,0,0.0,0.0,0.0,0.0,24,0.0,0,0.0,0.0,0.0
Kate Scrivens,Kate Scrivens,1,; Members,0,0.0,0.0,0.0,0.0,25,0.0,0,0.0,0.0,0.0
Adrian Burton,Adrian Burton,6,; Members,9,31.0,3.0,2.013333333333333,0.6741269841269841,286,0.8333333333333334,30,0.83870965,31.0,0.06830248734922874
Claire Ellul,Claire Ellul,1,; Members,0,0.0,0.0,0.0,0.0,26,0.0,0,0.0,0.0,0.0
Darren Bell,Darren Bell,2,; Members,0,0.0,0.0,0.0,0.0,27,0.0,0,0.0,0.0,0.0
Tim Duffy,Tim Duffy,2,; Members,0,0.0,0.0,0.0,0.0,28,0.0,0,0.0,0.0,0.0
Inna Kouper,Inna Kouper,9,; Members,60,216.0,3.0,1.8533333333333333,65.42726257908522,440,0.5966101694915255,1056,0.6358286,216.0,0.3798761345635407
Maria Llosent,Maria Llosent,2,; Members,0,0.0,0.0,0.0,0.0,29,0.0,0,0.0,0.0,0.0
Maria Brovelli,Maria Brovelli,1,; Members,0,0.0,0.0,0.0,0.0,30,0.0,0,0.0,0.0,0.0
Big Data Analytics IG,Big Data Analytics IG,1,Working Group,0,0.0,0.0,0.0,0.0,31,0.0,0,0.0,0.0,0.0
Jens Ludwig,Jens Ludwig,1,; Members,0,0.0,0.0,0.0,0.0,32,0.0,0,0.0,0.0,0.0
William Michener,William Michener,1,; Members,0,0.0,0.0,0.0,0.0,33,0.0,0,0.0,0.0,0.0
Amber Leahey,Amber Leahey,3,; Members,0,0.0,0.0,0.0,0.0,34,0.0,0,0.0,0.0,0.0
Stephan Zednik,Stephan Zednik,1,; Members,0,0.0,0.0,0.0,0.0,35,0.0,0,0.0,0.0,0.0
Kate Lance,Kate Lance,1,; Members,0,0.0,0.0,0.0,0.0,36,0.0,0,0.0,0.0,0.0
Jessica Forsgard,Jessica Forsgard,1,; Members,0,0.0,0.0,0.0,0.0,37,0.0,0,0.0,0.0,0.0
Stephen Richard,Stephen Richard,5,; Members,27,95.0,3.0,1.9573333333333334,1.1668433226194572,286,0.9287749287749287,326,0.93846154,95.0,0.2186443980533464
Shannon Rauch,Shannon Rauch,1,; Members,0,0.0,0.0,0.0,0.0,38,0.0,0,0.0,0.0,0.0
Ajinkya Prabhune,Ajinkya Prabhune,9,; Members,75,293.0,3.0,1.8053333333333332,92.34540626380407,440,0.6057657657657658,1681,0.6545983,293.0,0.4749293585854357
Mark Gahegan,Mark Gahegan,2,; Members,0,0.0,0.0,0.0,0.0,39,0.0,0,0.0,0.0,0.0
Dagmar Meyer,Dagmar Meyer,14,; Members,128,546.0,3.0,1.664,1128.1025599309055,489,0.34633366141732286,2815,0.42513916,546.0,0.623207311613044
Colin Elman,Colin Elman,1,; Members,0,0.0,0.0,0.0,0.0,40,0.0,0,0.0,0.0,0.0
Nathan Stone,Nathan Stone,1,; Members,0,0.0,0.0,0.0,0.0,41,0.0,0,0.0,0.0,0.0
Sven Vlaeminck,Sven Vlaeminck,3,; Members,6,18.0,3.0,2.010666666666667,0.0,440,1.0,15,1.0,18.0,0.04383858027265447
Avgoustinos Constantinides,Avgoustinos Constantinides,1,; Members,0,0.0,0.0,0.0,0.0,42,0.0,0,0.0,0.0,0.0
Carole Goble,Carole Goble,3,; Members,0,0.0,0.0,0.0,0.0,43,0.0,0,0.0,0.0,0.0
Robert Ulrich,Robert Ulrich,1,; Members,0,0.0,0.0,0.0,0.0,44,0.0,0,0.0,0.0,0.0
Ben Scott,Ben Scott,2,; Members,0,0.0,0.0,0.0,0.0,45,0.0,0,0.0,0.0,0.0
Education and Training on handling of research data,Education and Training on handling of research data,1,Working Group,0,0.0,0.0,0.0,0.0,46,0.0,0,0.0,0.0,0.0
Daniel S. Katz,Daniel S. Katz,2,; Members,0,0.0,0.0,0.0,0.0,47,0.0,0,0.0,0.0,0.0
Melissa Cefkin,Melissa Cefkin,1,; Members,0,0.0,0.0,0.0,0.0,48,0.0,0,0.0,0.0,0.0
Melissa Cragin,Melissa Cragin,2,; Members,0,0.0,0.0,0.0,0.0,49,0.0,0,0.0,0.0,0.0
Ann Green,Ann Green,1,; Members,0,0.0,0.0,0.0,0.0,50,0.0,0,0.0,0.0,0.0
Lilian Neerut,Lilian Neerut,2,; Members,0,0.0,0.0,0.0,0.0,51,0.0,0,0.0,0.0,0.0
Suchith Anand,Suchith Anand,14,; Members,82,344.0,3.0,1.7893333333333334,295.02039858639694,763,0.43360433604336046,1440,0.51629347,344.0,0.43932635732922676
Hannah Norton,Hannah Norton,1,; Members,0,0.0,0.0,0.0,0.0,52,0.0,0,0.0,0.0,0.0
Mijke Jetten,Mijke Jetten,1,; Members,0,0.0,0.0,0.0,0.0,53,0.0,0,0.0,0.0,0.0
Natascha Schumann,Natascha Schumann,1,; Members,0,0.0,0.0,0.0,0.0,54,0.0,0,0.0,0.0,0.0
Yuantao Kou,Yuantao Kou,1,; Members,0,0.0,0.0,0.0,0.0,55,0.0,0,0.0,0.0,0.0
Helen Kay Raseroka,Helen Kay Raseroka,1,; Members,0,0.0,0.0,0.0,0.0,56,0.0,0,0.0,0.0,0.0
Pilar Cos Alvarez,Pilar Cos Alvarez,5,; Members,11,37.0,3.0,1.992,0.22658668730650156,489,0.9454545454545454,52,0.9513514,37.0,0.09132227554624832
Marta Teperek,Marta Teperek,1,; Members,0,0.0,0.0,0.0,0.0,57,0.0,0,0.0,0.0,0.0
Alexia Katsanidou,Alexia Katsanidou,1,; Members,0,0.0,0.0,0.0,0.0,58,0.0,0,0.0,0.0,0.0
Malcolm Wolski,Malcolm Wolski,4,; Members,4,12.0,3.0,2.024,0.125,79,0.8333333333333334,5,0.8333333,12.0,0.038820425124825725
Jian Qin,Jian Qin,1,; Members,0,0.0,0.0,0.0,0.0,59,0.0,0,0.0,0.0,0.0
Katrine Whiteson,Katrine Whiteson,1,; Members,0,0.0,0.0,0.0,0.0,60,0.0,0,0.0,0.0,0.0
Tuong-Thuy Vu,Tuong-Thuy Vu,1,; Members,0,0.0,0.0,0.0,0.0,61,0.0,0,0.0,0.0,0.0
Nigel Ward,Nigel Ward,1,; Members,0,0.0,0.0,0.0,0.0,62,0.0,0,0.0,0.0,0.0
Brian Sontag,Brian Sontag,1,; Members,0,0.0,0.0,0.0,0.0,63,0.0,0,0.0,0.0,0.0
Anirudh Prabhu,Anirudh Prabhu,1,; Members,0,0.0,0.0,0.0,0.0,64,0.0,0,0.0,0.0,0.0
William Block,William Block,1,; Members,0,0.0,0.0,0.0,0.0,65,0.0,0,0.0,0.0,0.0
Giuseppe Fiameni,Giuseppe Fiameni,3,; Members,10,30.0,3.0,2.008,0.0,286,1.0,45,1.0,30.0,0.09460675965922648
Giorgio Pedrazzi,Giorgio Pedrazzi,1,; Members,0,0.0,0.0,0.0,0.0,66,0.0,0,0.0,0.0,0.0
Jaroslaw Nabrzyski,Jaroslaw Nabrzyski,2,; Members,0,0.0,0.0,0.0,0.0,67,0.0,0,0.0,0.0,0.0
Christoph Becker,Christoph Becker,4,; Members,12,38.0,3.0,2.002666666666667,0.5972222222222222,286,0.9242424242424242,61,0.92822963,38.0,0.10641676673592562
Markus Binsteiner,Markus Binsteiner,2,; Members,0,0.0,0.0,0.0,0.0,68,0.0,0,0.0,0.0,0.0
Chuang Liu,Chuang Liu,1,; Members,0,0.0,0.0,0.0,0.0,69,0.0,0,0.0,0.0,0.0
Robert Downs,Robert Downs,7,; Members,36,121.0,3.0,1.92,131.09365365665263,489,0.7492063492063492,472,0.76694214,121.0,0.25435744496531315
Fernando Aguilar,Fernando Aguilar,3,; Members,1,3.0,3.0,2.042666666666667,0.0,489,0.0,0,0.0,3.0,0.013793555484353725
Simeon Warner,Simeon Warner,1,; Members,0,0.0,0.0,0.0,0.0,70,0.0,0,0.0,0.0,0.0
Sridhar Gutam,Sridhar Gutam,4,; Members,5,15.0,3.0,2.032,1.583333333333333,79,0.6,6,0.6,15.0,0.016505842274409783
Takanori Hayashi,Takanori Hayashi,1,; Members,0,0.0,0.0,0.0,0.0,71,0.0,0,0.0,0.0,0.0
Eefke Smit,Eefke Smit,5,; Members,22,94.0,3.0,1.9626666666666666,0.6279109538552263,489,0.9696969696969697,224,0.9782169,94.0,0.1278634905458902
Tim Austin,Tim Austin,3,; Members,3,9.0,3.0,2.037333333333333,0.0,489,1.0,3,1.0,9.0,0.023940967518025148
Adi Alter,Adi Alter,3,; Members,3,9.0,4.0,2.8053333333333335,0.0,489,1.0,3,1.0,9.0,0.01049589057953635
Tobias Richter,Tobias Richter,1,; Members,0,0.0,0.0,0.0,0.0,72,0.0,0,0.0,0.0,0.0
Patrick Fuhrmann,Patrick Fuhrmann,1,; Members,0,0.0,0.0,0.0,0.0,73,0.0,0,0.0,0.0,0.0
Stefan Stegemann,Stefan Stegemann,1,; Members,0,0.0,0.0,0.0,0.0,74,0.0,0,0.0,0.0,0.0
Laurents Sesink,Laurents Sesink,1,; Members,0,0.0,0.0,0.0,0.0,75,0.0,0,0.0,0.0,0.0
Garret McMahon,Garret McMahon,10,; Members,79,347.0,3.0,1.8053333333333332,51.144225595311184,697,0.6293411230120091,1939,0.7068647,347.0,0.5075564351924913
Jan Dvorak,Jan Dvorak,1,; Members,0,0.0,0.0,0.0,0.0,76,0.0,0,0.0,0.0,0.0
Markus DÃ¶ring,Markus DÃ¶ring,2,; Members,0,0.0,0.0,0.0,0.0,77,0.0,0,0.0,0.0,0.0
Yunqiang Zhu,Yunqiang Zhu,1,; Members,0,0.0,0.0,0.0,0.0,78,0.0,0,0.0,0.0,0.0
Imma Subirats Coll,Imma Subirats Coll,5,; Members,19,63.0,3.0,1.9786666666666666,22.947018650513602,79,0.6140350877192983,105,0.63051146,63.0,0.1218948025296769
Robert Jeansoulin,Robert Jeansoulin,1,; Members,0,0.0,0.0,0.0,0.0,80,0.0,0,0.0,0.0,0.0
Ingrid Dillo,Ingrid Dillo,6,; Members,28,123.0,3.0,1.9413333333333334,5.022650557254653,489,0.8359788359788359,316,0.86781085,123.0,0.15941636724055705
Yui Nishizono,Yui Nishizono,2,; Members,0,0.0,0.0,0.0,0.0,81,0.0,0,0.0,0.0,0.0
Andrea Ogier,Andrea Ogier,3,; Members,6,18.0,3.0,2.010666666666667,0.0,440,1.0,15,1.0,18.0,0.043838580272654463
LILI YANG,LILI YANG,1,; Members,0,0.0,0.0,0.0,0.0,82,0.0,0,0.0,0.0,0.0
Oliver Schmitt,Oliver Schmitt,1,; Members,0,0.0,0.0,0.0,0.0,83,0.0,0,0.0,0.0,0.0
Robert Groman,Robert Groman,1,; Members,0,0.0,0.0,0.0,0.0,84,0.0,0,0.0,0.0,0.0
Heikki Sundquist,Heikki Sundquist,1,; Members,0,0.0,0.0,0.0,0.0,85,0.0,0,0.0,0.0,0.0
Byron Georgantopoulos,Byron Georgantopoulos,1,; Members,0,0.0,0.0,0.0,0.0,86,0.0,0,0.0,0.0,0.0
Jo McEntyre,Jo McEntyre,2,; Members,0,0.0,0.0,0.0,0.0,87,0.0,0,0.0,0.0,0.0
Kate Alderete,Kate Alderete,1,; Members,0,0.0,0.0,0.0,0.0,88,0.0,0,0.0,0.0,0.0
Rachael Black,Rachael Black,7,; Members,37,134.0,3.0,1.9226666666666667,24.644506127536637,440,0.6861861861861862,457,0.7205638,134.0,0.2438835372787565
Giridhar Manepalli,Giridhar Manepalli,1,; Members,0,0.0,0.0,0.0,0.0,89,0.0,0,0.0,0.0,0.0
Naresh Kumar,Naresh Kumar,2,; Members,0,0.0,0.0,0.0,0.0,90,0.0,0,0.0,0.0,0.0
RDA/WDS Certification of Digital Repositories IG,RDA/WDS Certification of Digital Repositories IG,1,Working Group,0,0.0,0.0,0.0,0.0,91,0.0,0,0.0,0.0,0.0
Mark Parsons,Mark Parsons,15,; Members,148,680.0,3.0,1.6106666666666667,645.7111985830394,489,0.342985842985843,3731,0.44037613,680.0,0.7317851920039764
Catherine Jones,Catherine Jones,1,; Members,0,0.0,0.0,0.0,0.0,92,0.0,0,0.0,0.0,0.0
Yolanda Meleco,Yolanda Meleco,19,; Members,108,478.0,3.0,1.728,433.9448041403341,286,0.3888888888888889,2247,0.4769288,478.0,0.5493177079705042
Franziska Ackermann,Franziska Ackermann,4,; Members,4,12.0,3.0,2.034666666666667,0.0,440,1.0,6,1.0,12.0,0.03702539260453292
Sarah Olesen,Sarah Olesen,1,; Members,0,0.0,0.0,0.0,0.0,93,0.0,0,0.0,0.0,0.0
Patricia Herterich,Patricia Herterich,2,; Members,0,0.0,0.0,0.0,0.0,94,0.0,0,0.0,0.0,0.0
Peter Pissierssens,Peter Pissierssens,5,; Members,37,131.0,3.0,1.9173333333333333,3.644168927516208,489,0.8768768768768769,584,0.89355385,131.0,0.28509674336128715
Martin Parr,Martin Parr,1,; Members,0,0.0,0.0,0.0,0.0,95,0.0,0,0.0,0.0,0.0
Licia Florio,Licia Florio,1,; Members,0,0.0,0.0,0.0,0.0,96,0.0,0,0.0,0.0,0.0
Esa-Pekka Keskitalo,Esa-Pekka Keskitalo,1,; Members,0,0.0,0.0,0.0,0.0,97,0.0,0,0.0,0.0,0.0
Anna Krohn,Anna Krohn,2,; Members,0,0.0,0.0,0.0,0.0,98,0.0,0,0.0,0.0,0.0
Reinhard Budich,Reinhard Budich,2,; Members,0,0.0,0.0,0.0,0.0,99,0.0,0,0.0,0.0,0.0
San Cannon,San Cannon,2,; Members,0,0.0,0.0,0.0,0.0,100,0.0,0,0.0,0.0,0.0
Allen Dearry,Allen Dearry,4,; Members,3,10.0,3.0,2.032,0.0,489,1.0,3,1.0,10.0,0.03150711726977893
Paul Weiss,Paul Weiss,1,; Members,0,0.0,0.0,0.0,0.0,101,0.0,0,0.0,0.0,0.0
Niels van Dijk,Niels van Dijk,1,; Members,0,0.0,0.0,0.0,0.0,102,0.0,0,0.0,0.0,0.0
Digital Practices in History and Ethnography IG,Digital Practices in History and Ethnography IG,1,Working Group,0,0.0,0.0,0.0,0.0,103,0.0,0,0.0,0.0,0.0
Stephen Wolff,Stephen Wolff,3,; Members,7,21.0,3.0,2.010666666666667,0.0,440,1.0,21,1.0,21.0,0.06837947060048838
Colin J Wright,Colin J Wright,4,; Members,13,42.0,3.0,1.992,1.8803751803751803,440,0.8205128205128205,64,0.8333334,42.0,0.09352370302768753
Alessandra Scicchitano,Alessandra Scicchitano,1,; Members,0,0.0,0.0,0.0,0.0,104,0.0,0,0.0,0.0,0.0
Cindy Nguyen,Cindy Nguyen,1,; Members,0,0.0,0.0,0.0,0.0,105,0.0,0,0.0,0.0,0.0
Kenneth Haug,Kenneth Haug,1,; Members,0,0.0,0.0,0.0,0.0,106,0.0,0,0.0,0.0,0.0
Ã‰amonn Ã“ Tuama,Ã‰amonn Ã“ Tuama,3,; Members,2,6.0,3.0,2.029333333333333,0.0,489,1.0,1,1.0,6.0,0.026905736959096368
Tim Clark,Tim Clark,1,; Members,0,0.0,0.0,0.0,0.0,107,0.0,0,0.0,0.0,0.0
Laurel Haak,Laurel Haak,2,; Members,0,0.0,0.0,0.0,0.0,108,0.0,0,0.0,0.0,0.0
Guido Aben,Guido Aben,1,; Members,0,0.0,0.0,0.0,0.0,109,0.0,0,0.0,0.0,0.0
Roger Longhorn,Roger Longhorn,2,; Members,0,0.0,0.0,0.0,0.0,110,0.0,0,0.0,0.0,0.0
Alejandro Engelmann,Alejandro Engelmann,1,; Members,0,0.0,0.0,0.0,0.0,111,0.0,0,0.0,0.0,0.0
Isaac Simmons,Isaac Simmons,1,; Members,0,0.0,0.0,0.0,0.0,112,0.0,0,0.0,0.0,0.0
Francis ANDRE,Francis ANDRE,3,; Members,2,6.0,3.0,2.04,0.0,489,1.0,1,1.0,6.0,0.024728461352334054
Maarten Kremers,Maarten Kremers,1,; Members,0,0.0,0.0,0.0,0.0,113,0.0,0,0.0,0.0,0.0
Vincent Razanajao,Vincent Razanajao,3,; Members,2,6.0,3.0,2.04,0.0,763,1.0,1,1.0,6.0,0.0195964574116424
Brandon Costelloe-Kuehn,Brandon Costelloe-Kuehn,4,; Members,19,61.0,3.0,1.9786666666666666,0.4266273914324889,697,0.9415204678362573,161,0.9453552,61.0,0.15743044092855096
Hongfeng Yu,Hongfeng Yu,1,; Members,0,0.0,0.0,0.0,0.0,114,0.0,0,0.0,0.0,0.0
Tim DiLauro,Tim DiLauro,3,; Members,5,15.0,3.0,2.026666666666667,0.0,286,1.0,10,1.0,15.0,0.043504629806634734
Paul Uhlir,Paul Uhlir,3,; Members,3,9.0,3.0,2.026666666666667,0.0,440,1.0,3,1.0,9.0,0.03801372291798494
John Garrett,John Garrett,2,; Members,0,0.0,0.0,0.0,0.0,115,0.0,0,0.0,0.0,0.0
Martina Stockhause,Martina Stockhause,10,; Members,57,245.0,3.0,1.8613333333333333,57.38425786145977,489,0.6165413533834586,984,0.6562682,245.0,0.34690609886649465
Sarah Jones,Sarah Jones,3,; Members,3,9.0,3.0,2.029333333333333,0.0,489,1.0,3,1.0,9.0,0.03110591062975257
Data Type Registries WG,Data Type Registries WG,1,Working Group,0,0.0,0.0,0.0,0.0,116,0.0,0,0.0,0.0,0.0
Yin Chen,Yin Chen,4,; Members,9,30.0,3.0,2.005333333333333,0.0,286,1.0,36,1.0,30.0,0.10029106150517808
Andrew Cox,Andrew Cox,1,; Members,0,0.0,0.0,0.0,0.0,117,0.0,0,0.0,0.0,0.0
RDA/WDS Publishing Data Cost Recovery for Data Centres,RDA/WDS Publishing Data Cost Recovery for Data Centres,1,Working Group,0,0.0,0.0,0.0,0.0,118,0.0,0,0.0,0.0,0.0
Howard Ratner,Howard Ratner,1,; Members,0,0.0,0.0,0.0,0.0,119,0.0,0,0.0,0.0,0.0
Jaime Prilusky,Jaime Prilusky,1,; Members,0,0.0,0.0,0.0,0.0,120,0.0,0,0.0,0.0,0.0
Kathleen Shearer,Kathleen Shearer,5,; Members,37,122.0,3.0,1.9173333333333333,28.10233551993315,440,0.6861861861861862,457,0.704918,122.0,0.22836725460305327
Hans Pfeiffenberger,Hans Pfeiffenberger,4,; Members,21,64.0,3.0,1.9626666666666666,1.762178916131092,489,0.9047619047619048,190,0.90625,64.0,0.17462013935928716
Anne Harvey,Anne Harvey,1,; Members,0,0.0,0.0,0.0,0.0,121,0.0,0,0.0,0.0,0.0
Ryan Scherle,Ryan Scherle,3,; Members,1,3.0,3.0,2.042666666666667,0.0,489,0.0,0,0.0,3.0,0.013793555484353725
Wim HUGO,Wim HUGO,1,; Members,0,0.0,0.0,0.0,0.0,122,0.0,0,0.0,0.0,0.0
Alberto Corsin Jimenez,Alberto Corsin Jimenez,1,; Members,0,0.0,0.0,0.0,0.0,123,0.0,0,0.0,0.0,0.0
Raymond Osborn,Raymond Osborn,1,; Members,0,0.0,0.0,0.0,0.0,124,0.0,0,0.0,0.0,0.0
Johanna Schwarz,Johanna Schwarz,2,; Members,0,0.0,0.0,0.0,0.0,125,0.0,0,0.0,0.0,0.0
Francis Strobbe,Francis Strobbe,10,; Members,73,290.0,3.0,1.8186666666666667,66.3945487849156,286,0.60882800608828,1600,0.6652299,290.0,0.46421853903801796
Hylke Koers,Hylke Koers,5,; Members,22,94.0,3.0,1.9626666666666666,0.6279109538552263,489,0.9696969696969697,224,0.9782169,94.0,0.12786349054589022
Libby Bishop,Libby Bishop,5,; Members,9,30.0,3.0,2.002666666666667,0.18175813866216345,440,0.9444444444444444,34,0.95000005,30.0,0.08523588708441504
Arnold Rots,Arnold Rots,1,; Members,0,0.0,0.0,0.0,0.0,126,0.0,0,0.0,0.0,0.0
Tony Mathys,Tony Mathys,1,; Members,0,0.0,0.0,0.0,0.0,127,0.0,0,0.0,0.0,0.0
Francine Berman,Francine Berman,19,; Members,157,787.0,3.0,1.592,629.396095924708,286,0.31749142577168055,3888,0.45516893,787.0,0.7537616598496266
Gregory Crane,Gregory Crane,1,; Members,0,0.0,0.0,0.0,0.0,128,0.0,0,0.0,0.0,0.0
Leah McEwen,Leah McEwen,1,; Members,0,0.0,0.0,0.0,0.0,129,0.0,0,0.0,0.0,0.0
Claus Weiland,Claus Weiland,1,; Members,0,0.0,0.0,0.0,0.0,130,0.0,0,0.0,0.0,0.0
Jane Frazier,Jane Frazier,5,; Members,20,63.0,3.0,1.9733333333333334,0.34664841694253457,286,0.9578947368421052,182,0.95906436,63.0,0.1717598139837487
Richard McClatchey,Richard McClatchey,3,; Members,4,12.0,3.0,2.018666666666667,0.0,286,1.0,6,1.0,12.0,0.0488826977659123
Thierry Pauwels,Thierry Pauwels,1,; Members,0,0.0,0.0,0.0,0.0,131,0.0,0,0.0,0.0,0.0
William Anderson,William Anderson,1,; Members,0,0.0,0.0,0.0,0.0,132,0.0,0,0.0,0.0,0.0
Matthew Jones,Matthew Jones,11,; Members,77,336.0,3.0,1.8106666666666666,85.7843737855523,286,0.5868079289131921,1717,0.65531015,336.0,0.4739122000404235
Jos Kleinjans,Jos Kleinjans,1,; Members,0,0.0,0.0,0.0,0.0,133,0.0,0,0.0,0.0,0.0
Shivshankar Umashankar,Shivshankar Umashankar,1,; Members,0,0.0,0.0,0.0,0.0,134,0.0,0,0.0,0.0,0.0
Luca Di Fiore,Luca Di Fiore,10,; Members,65,261.0,3.0,1.84,92.23174516481129,286,0.5701923076923077,1186,0.6370929,261.0,0.4015745469302512
Thomas Severiens,Thomas Severiens,2,; Members,0,0.0,0.0,0.0,0.0,135,0.0,0,0.0,0.0,0.0
Ari Jolma,Ari Jolma,1,; Members,0,0.0,0.0,0.0,0.0,136,0.0,0,0.0,0.0,0.0
Suenje DT,Suenje DT,5,; Members,22,94.0,3.0,1.9626666666666666,0.6279109538552263,489,0.9696969696969697,224,0.9782169,94.0,0.12786349054589022
El Bitar Ziad,El Bitar Ziad,1,; Members,0,0.0,0.0,0.0,0.0,137,0.0,0,0.0,0.0,0.0
Georg Gartner,Georg Gartner,2,; Members,0,0.0,0.0,0.0,0.0,138,0.0,0,0.0,0.0,0.0
Cristina Perez,Cristina Perez,1,; Members,0,0.0,0.0,0.0,0.0,139,0.0,0,0.0,0.0,0.0
Jennifer Dewar,Jennifer Dewar,4,; Members,23,73.0,3.0,1.9626666666666666,2.748414289612994,440,0.849802371541502,215,0.85803235,73.0,0.15359016536265668
Anna Milan,Anna Milan,2,; Members,0,0.0,0.0,0.0,0.0,140,0.0,0,0.0,0.0,0.0
Solomon Mekonnen Tekle,Solomon Mekonnen Tekle,4,; Members,1,3.0,4.0,2.608,0.0,440,0.0,0,0.0,3.0,0.009118253678668812
Steven Chong,Steven Chong,3,; Members,3,9.0,3.0,2.026666666666667,0.0,440,1.0,3,1.0,9.0,0.037858939778005536
LETICIA LIZONDO,LETICIA LIZONDO,1,; Members,0,0.0,0.0,0.0,0.0,141,0.0,0,0.0,0.0,0.0
Valerie BRASSE,Valerie BRASSE,1,; Members,0,0.0,0.0,0.0,0.0,142,0.0,0,0.0,0.0,0.0
Laura Paglione,Laura Paglione,3,; Members,9,27.0,3.0,2.016,0.0,286,1.0,36,1.0,27.0,0.07929500211084445
Jennifer Green,Jennifer Green,2,; Members,0,0.0,0.0,0.0,0.0,143,0.0,0,0.0,0.0,0.0
Amy Hodge,Amy Hodge,8,; Members,49,177.0,3.0,1.8826666666666667,63.8032746007288,440,0.58078231292517,683,0.6268832,177.0,0.2868952693157716
Ann Harding,Ann Harding,1,; Members,0,0.0,0.0,0.0,0.0,144,0.0,0,0.0,0.0,0.0
